Owner,Name,AttrType,Visibility,True,Value,Redefines
Observations::SampleTypes::Angle,units,DataTypes::UnitEnum,public,true,DEGREE,Observations::Observation::units
Observations::SampleTypes::Angle,type,DataTypes::DataItemTypeEnum,public,true,ANGLE,Observations::Observation::type
Observations::SampleTypes::CommandedAngle,subType,DataTypes::DataItemSubTypeEnum,public,true,COMMANDED,Observations::Observation::subType
Observations::SampleTypes::ActualAngle,subType,DataTypes::DataItemSubTypeEnum,public,true,ACTUAL,Observations::Observation::subType
Observations::SampleTypes::AngularAcceleration,units,DataTypes::UnitEnum,public,true,DEGREE/SECOND^2,Observations::Observation::units
Observations::SampleTypes::AngularAcceleration,type,DataTypes::DataItemTypeEnum,public,true,ANGULAR_ACCELERATION,Observations::Observation::type
Observations::SampleTypes::AngularVelocity,units,DataTypes::UnitEnum,public,true,DEGREE/SECOND,Observations::Observation::units
Observations::SampleTypes::AngularVelocity,type,DataTypes::DataItemTypeEnum,public,true,ANGULAR_VELOCITY,Observations::Observation::type
Observations::EventTypes::AssetChanged,type,DataTypes::DataItemTypeEnum,public,true,ASSET_CHANGED,Observations::Observation::type
Observations::EventTypes::AssetRemoved,type,DataTypes::DataItemTypeEnum,public,true,ASSET_REMOVED,Observations::Observation::type
Observations::EventTypes::Availability,type,DataTypes::DataItemTypeEnum,public,true,AVAILABILITY,Observations::Observation::type
Observations::EventTypes::Availability,value,Observations::EventTypes::AvailabilityEnum,public,false,,Observations::Observation::result
Observations::EventTypes::AxisCoupling,type,DataTypes::DataItemTypeEnum,public,true,AXIS_COUPLING,Observations::Observation::type
Observations::EventTypes::AxisCoupling,value,Observations::EventTypes::AxisCouplingEnum,public,false,,Observations::Observation::result
Observations::SampleTypes::AxisFeedrate,units,DataTypes::UnitEnum,public,true,MILLIMETER/SECOND,Observations::Observation::units
Observations::SampleTypes::AxisFeedrate,type,DataTypes::DataItemTypeEnum,public,true,AXIS_FEEDRATE,Observations::Observation::type
Observations::SampleTypes::ActualAxisFeedrate,subType,DataTypes::DataItemSubTypeEnum,public,true,ACTUAL,Observations::Observation::subType
Observations::SampleTypes::CommandedAxisFeedrate,subType,DataTypes::DataItemSubTypeEnum,public,true,COMMANDED,Observations::Observation::subType
Observations::SampleTypes::JogAxisFeedrate,subType,DataTypes::DataItemSubTypeEnum,public,true,JOG,Observations::Observation::subType
Observations::SampleTypes::ProgrammedAxisFeedrate,subType,DataTypes::DataItemSubTypeEnum,public,true,PROGRAMMED,Observations::Observation::subType
Observations::SampleTypes::RapidAxisFeedrate,subType,DataTypes::DataItemSubTypeEnum,public,true,RAPID,Observations::Observation::subType
Observations::SampleTypes::OverrideAxisFeedrate,subType,DataTypes::DataItemSubTypeEnum,public,true,OVERRIDE,Observations::Observation::subType
Observations::EventTypes::AxisFeedrateOverride,type,DataTypes::DataItemTypeEnum,public,true,AXIS_FEEDRATE_OVERRIDE,Observations::Observation::type
Observations::EventTypes::JogAxisFeedrateOverride,subType,DataTypes::DataItemSubTypeEnum,public,true,JOG,Observations::Observation::subType
Observations::EventTypes::ProgrammedAxisFeedrateOverride,subType,DataTypes::DataItemSubTypeEnum,public,true,PROGRAMMED,Observations::Observation::subType
Observations::EventTypes::RapidAxisFeedrateOverride,subType,DataTypes::DataItemSubTypeEnum,public,true,RAPID,Observations::Observation::subType
Observations::EventTypes::AxisInterlock,type,DataTypes::DataItemTypeEnum,public,true,AXIS_INTERLOCK,Observations::Observation::type
Observations::EventTypes::AxisInterlock,value,Observations::EventTypes::ActuatorStateEnum,public,false,,Observations::Observation::result
Observations::EventTypes::AxisState,type,DataTypes::DataItemTypeEnum,public,true,AXIS_STATE,Observations::Observation::type
Observations::EventTypes::AxisState,value,Observations::EventTypes::AxisStateEnum,public,false,,Observations::Observation::result
Observations::EventTypes::Block,type,DataTypes::DataItemTypeEnum,public,true,BLOCK,Observations::Observation::type
Observations::EventTypes::BlockCount,type,DataTypes::DataItemTypeEnum,public,true,BLOCK_COUNT,Observations::Observation::type
Observations::SampleTypes::CapacityFluid,units,DataTypes::UnitEnum,public,true,MILLILITER,Observations::Observation::units
Observations::SampleTypes::CapacityFluid,type,DataTypes::DataItemTypeEnum,public,true,CAPACITY_FLUID,Observations::Observation::type
Observations::SampleTypes::CapacitySpatial,units,DataTypes::UnitEnum,public,true,CUBIC_MILLIMETER,Observations::Observation::units
Observations::SampleTypes::CapacitySpatial,type,DataTypes::DataItemTypeEnum,public,true,CAPACITY_SPATIAL,Observations::Observation::type
Observations::EventTypes::ChuckInterlock,type,DataTypes::DataItemTypeEnum,public,true,CHUCK_INTERLOCK,Observations::Observation::type
Observations::EventTypes::ChuckInterlock,value,Observations::EventTypes::ActuatorStateEnum,public,false,,Observations::Observation::result
Observations::EventTypes::ManualUnclampChuckInterlock,subType,DataTypes::DataItemSubTypeEnum,public,true,MANUAL_UNCLAMP,Observations::Observation::subType
Observations::EventTypes::ChuckState,type,DataTypes::DataItemTypeEnum,public,true,CHUCK_STATE,Observations::Observation::type
Observations::EventTypes::ChuckState,value,Observations::EventTypes::ChuckStateEnum,public,false,,Observations::Observation::result
Observations::SampleTypes::ClockTime,units,DataTypes::UnitEnum,public,true,yyyy-mm-ddthh:mm:ss.ffff,Observations::Observation::units
Observations::SampleTypes::ClockTime,type,DataTypes::DataItemTypeEnum,public,true,CLOCK_TIME,Observations::Observation::type
Observations::EventTypes::CloseChuck,type,DataTypes::DataItemTypeEnum,public,true,CLOSE_CHUCK,Observations::Observation::type
Observations::EventTypes::CloseDoor,type,DataTypes::DataItemTypeEnum,public,true,CLOSE_DOOR,Observations::Observation::type
Observations::EventTypes::Code,type,DataTypes::DataItemTypeEnum,public,true,CODE,Observations::Observation::type
Observations::ConditionTypes::Communications,type,DataTypes::DataItemTypeEnum,public,true,COMMUNICATIONS,Observations::Observation::type
Observations::EventTypes::CompositionState,type,DataTypes::DataItemTypeEnum,public,true,COMPOSITION_STATE,Observations::Observation::type
Observations::EventTypes::ActionCompositionState,subType,DataTypes::DataItemSubTypeEnum,public,true,ACTION,Observations::Observation::subType
Observations::EventTypes::LateralCompositionState,subType,DataTypes::DataItemSubTypeEnum,public,true,LATERAL,Observations::Observation::subType
Observations::EventTypes::MotionCompositionState,subType,DataTypes::DataItemSubTypeEnum,public,true,MOTION,Observations::Observation::subType
Observations::EventTypes::SwitchedCompositionState,subType,DataTypes::DataItemSubTypeEnum,public,true,SWITCHED,Observations::Observation::subType
Observations::EventTypes::VerticalCompositionState,subType,DataTypes::DataItemSubTypeEnum,public,true,VERTICAL,Observations::Observation::subType
Observations::SampleTypes::Concentration,units,DataTypes::UnitEnum,public,true,PERCENT,Observations::Observation::units
Observations::SampleTypes::Concentration,type,DataTypes::DataItemTypeEnum,public,true,CONCENTRATION,Observations::Observation::type
Observations::SampleTypes::Conductivity,units,DataTypes::UnitEnum,public,true,SIEMENS/METER,Observations::Observation::units
Observations::SampleTypes::Conductivity,type,DataTypes::DataItemTypeEnum,public,true,CONDUCTIVITY,Observations::Observation::type
Observations::EventTypes::ControllerMode,type,DataTypes::DataItemTypeEnum,public,true,CONTROLLER_MODE,Observations::Observation::type
Observations::EventTypes::ControllerMode,value,Observations::EventTypes::ControllerModeEnum,public,false,,Observations::Observation::result
Observations::EventTypes::ControllerModeOverride,type,DataTypes::DataItemTypeEnum,public,true,CONTROLLER_MODE_OVERRIDE,Observations::Observation::type
Observations::EventTypes::ControllerModeOverride,value,Observations::EventTypes::ControllerModeOverrideEnum,public,false,,Observations::Observation::result
Observations::EventTypes::DryRunControllerModeOverride,subType,DataTypes::DataItemSubTypeEnum,public,true,DRY_RUN,Observations::Observation::subType
Observations::EventTypes::SingleBlockControllerModeOverride,subType,DataTypes::DataItemSubTypeEnum,public,true,SINGLE_BLOCK,Observations::Observation::subType
Observations::EventTypes::MachineAxisLockControllerModeOverride,subType,DataTypes::DataItemSubTypeEnum,public,true,MACHINE_AXIS_LOCK,Observations::Observation::subType
Observations::EventTypes::OptionalStopControllerModeOverride,subType,DataTypes::DataItemSubTypeEnum,public,true,OPTIONAL_STOP,Observations::Observation::subType
Observations::EventTypes::ToolChangeStopControllerModeOverride,subType,DataTypes::DataItemSubTypeEnum,public,true,TOOL_CHANGE_STOP,Observations::Observation::subType
Observations::EventTypes::CoupledAxes,type,DataTypes::DataItemTypeEnum,public,true,COUPLED_AXES,Observations::Observation::type
Observations::SampleTypes::CuttingSpeed,units,DataTypes::UnitEnum,public,true,MILLIMETER/SECOND,Observations::Observation::units
Observations::SampleTypes::CuttingSpeed,type,DataTypes::DataItemTypeEnum,public,true,CUTTING_SPEED,Observations::Observation::type
Observations::SampleTypes::ActualCuttingSpeed,subType,DataTypes::DataItemSubTypeEnum,public,true,ACTUAL,Observations::Observation::subType
Observations::SampleTypes::CommandedCuttingSpeed,subType,DataTypes::DataItemSubTypeEnum,public,true,COMMANDED,Observations::Observation::subType
Observations::SampleTypes::ProgrammedCuttingSpeed,subType,DataTypes::DataItemSubTypeEnum,public,true,PROGRAMMED,Observations::Observation::subType
Observations::ConditionTypes::DataRange,type,DataTypes::DataItemTypeEnum,public,true,DATA_RANGE,Observations::Observation::type
Observations::EventTypes::DateCode,type,DataTypes::DataItemTypeEnum,public,true,DATE_CODE,Observations::Observation::type
Observations::EventTypes::ManufactureDateCode,subType,DataTypes::DataItemSubTypeEnum,public,true,MANUFACTURE,Observations::Observation::subType
Observations::EventTypes::ExpirationDateCode,subType,DataTypes::DataItemSubTypeEnum,public,true,EXPIRATION,Observations::Observation::subType
Observations::EventTypes::FirstUseDateCode,subType,DataTypes::DataItemSubTypeEnum,public,true,FIRST_USE,Observations::Observation::subType
Observations::SampleTypes::Density,units,DataTypes::UnitEnum,public,true,MILLIGRAM/CUBIC_MILLIMETER,Observations::Observation::units
Observations::SampleTypes::Density,type,DataTypes::DataItemTypeEnum,public,true,DENSITY,Observations::Observation::type
Observations::SampleTypes::DepositionAccelerationVolumetric,units,DataTypes::UnitEnum,public,true,CUBIC_MILLIMETER/SECOND^2,Observations::Observation::units
Observations::SampleTypes::DepositionAccelerationVolumetric,type,DataTypes::DataItemTypeEnum,public,true,DEPOSITION_ACCELERATION_VOLUMETRIC,Observations::Observation::type
Observations::SampleTypes::ActualDepositionAccelerationVolumetric,subType,DataTypes::DataItemSubTypeEnum,public,true,ACTUAL,Observations::Observation::subType
Observations::SampleTypes::CommandedDepositionAccelerationVolumetric,subType,DataTypes::DataItemSubTypeEnum,public,true,COMMANDED,Observations::Observation::subType
Observations::SampleTypes::DepositionDensity,units,DataTypes::UnitEnum,public,true,MILLIGRAM/CUBIC_MILLIMETER,Observations::Observation::units
Observations::SampleTypes::DepositionDensity,type,DataTypes::DataItemTypeEnum,public,true,DEPOSITION_DENSITY,Observations::Observation::type
Observations::SampleTypes::ActualDepositionDensity,subType,DataTypes::DataItemSubTypeEnum,public,true,ACTUAL,Observations::Observation::subType
Observations::SampleTypes::CommandedDepositionDensity,subType,DataTypes::DataItemSubTypeEnum,public,true,COMMANDED,Observations::Observation::subType
Observations::SampleTypes::DepositionMass,units,DataTypes::UnitEnum,public,true,MILLIGRAM,Observations::Observation::units
Observations::SampleTypes::DepositionMass,type,DataTypes::DataItemTypeEnum,public,true,DEPOSITION_MASS,Observations::Observation::type
Observations::SampleTypes::ActualDepositionMass,subType,DataTypes::DataItemSubTypeEnum,public,true,ACTUAL,Observations::Observation::subType
Observations::SampleTypes::CommandedDepositionMass,subType,DataTypes::DataItemSubTypeEnum,public,true,COMMANDED,Observations::Observation::subType
Observations::SampleTypes::DepositionRateVolumetric,units,DataTypes::UnitEnum,public,true,CUBIC_MILLIMETER/SECOND,Observations::Observation::units
Observations::SampleTypes::DepositionRateVolumetric,type,DataTypes::DataItemTypeEnum,public,true,DEPOSITION_RATE_VOLUMETRIC,Observations::Observation::type
Observations::SampleTypes::ActualDepositionRateVolumetric,subType,DataTypes::DataItemSubTypeEnum,public,true,ACTUAL,Observations::Observation::subType
Observations::SampleTypes::CommandedDepositionRateVolumetric,subType,DataTypes::DataItemSubTypeEnum,public,true,COMMANDED,Observations::Observation::subType
Observations::SampleTypes::DepositionVolume,units,DataTypes::UnitEnum,public,true,CUBIC_MILLIMETER,Observations::Observation::units
Observations::SampleTypes::DepositionVolume,type,DataTypes::DataItemTypeEnum,public,true,DEPOSITION_VOLUME,Observations::Observation::type
Observations::SampleTypes::ActualDepositionVolume,subType,DataTypes::DataItemSubTypeEnum,public,true,ACTUAL,Observations::Observation::subType
Observations::SampleTypes::CommandedDepositionVolume,subType,DataTypes::DataItemSubTypeEnum,public,true,COMMANDED,Observations::Observation::subType
Observations::EventTypes::DeviceUuid,type,DataTypes::DataItemTypeEnum,public,true,DEVICE_UUID,Observations::Observation::type
Observations::EventTypes::Direction,type,DataTypes::DataItemTypeEnum,public,true,DIRECTION,Observations::Observation::type
Observations::EventTypes::RotaryDirection,subType,DataTypes::DataItemSubTypeEnum,public,true,ROTARY,Observations::Observation::subType
Observations::EventTypes::LinearDirection,subType,DataTypes::DataItemSubTypeEnum,public,true,LINEAR,Observations::Observation::subType
Observations::SampleTypes::Displacement,units,DataTypes::UnitEnum,public,true,MILLIMETER,Observations::Observation::units
Observations::SampleTypes::Displacement,type,DataTypes::DataItemTypeEnum,public,true,DISPLACEMENT,Observations::Observation::type
Observations::EventTypes::DoorState,type,DataTypes::DataItemTypeEnum,public,true,DOOR_STATE,Observations::Observation::type
Observations::EventTypes::DoorState,value,Observations::EventTypes::ChuckStateEnum,public,false,,Observations::Observation::result
Observations::SampleTypes::ElectricalEnergy,units,DataTypes::UnitEnum,public,true,WATT_SECOND,Observations::Observation::units
Observations::SampleTypes::ElectricalEnergy,type,DataTypes::DataItemTypeEnum,public,true,ELECTRICAL_ENERGY,Observations::Observation::type
Observations::EventTypes::EmergencyStop,type,DataTypes::DataItemTypeEnum,public,true,EMERGENCY_STOP,Observations::Observation::type
Observations::EventTypes::EmergencyStop,value,Observations::EventTypes::EmergencyStopEnum,public,false,,Observations::Observation::result
Observations::EventTypes::EndOfBar,type,DataTypes::DataItemTypeEnum,public,true,END_OF_BAR,Observations::Observation::type
Observations::EventTypes::EndOfBar,value,Observations::EventTypes::EndOfBarEnum,public,false,,Observations::Observation::result
Observations::EventTypes::PrimaryEndOfBar,subType,DataTypes::DataItemSubTypeEnum,public,true,PRIMARY,Observations::Observation::subType
Observations::EventTypes::AuxiliaryEndOfBar,subType,DataTypes::DataItemSubTypeEnum,public,true,AUXILIARY,Observations::Observation::subType
Observations::EventTypes::EquipmentMode,type,DataTypes::DataItemTypeEnum,public,true,EQUIPMENT_MODE,Observations::Observation::type
Observations::EventTypes::EquipmentMode,value,Observations::EventTypes::ControllerModeOverrideEnum,public,false,,Observations::Observation::result
Observations::EventTypes::LoadedEquipmentMode,subType,DataTypes::DataItemSubTypeEnum,public,true,LOADED,Observations::Observation::subType
Observations::EventTypes::WorkingEquipmentMode,subType,DataTypes::DataItemSubTypeEnum,public,true,WORKING,Observations::Observation::subType
Observations::EventTypes::OperatingEquipmentMode,subType,DataTypes::DataItemSubTypeEnum,public,true,OPERATING,Observations::Observation::subType
Observations::EventTypes::PoweredEquipmentMode,subType,DataTypes::DataItemSubTypeEnum,public,true,POWERED,Observations::Observation::subType
Observations::EventTypes::DelayEquipmentMode,subType,DataTypes::DataItemSubTypeEnum,public,true,DELAY,Observations::Observation::subType
Observations::SampleTypes::EquipmentTimer,units,DataTypes::UnitEnum,public,true,SECOND,Observations::Observation::units
Observations::SampleTypes::EquipmentTimer,type,DataTypes::DataItemTypeEnum,public,true,EQUIPMENT_TIMER,Observations::Observation::type
